name,version,downloads,updated_at,repository,description
cedar-policy-validator,4.4.2,2663732,2025-11-26,https://github.com/cedar-policy/cedar,Validator for the Cedar Policy language.
compact_jwt,0.5.5,2658961,2026-02-19,https://github.com/kanidm/compact-jwt,Minimal implementation of JWT for OIDC and other applications
sc-executor,0.47.0,2656938,2025-12-18,https://github.com/paritytech/polkadot-sdk.git,A crate that provides means of executing/dispatching calls into the runtime.
growable-bloom-filter,2.1.1,2656363,2024-10-06,https://github.com/dpbriggs/growable-bloom-filters,Scalable Bloom Filters with serde support
wmi,0.18.3,2649014,2026-02-23,https://github.com/ohadravid/wmi-rs,WMI crate for rust.
dprint-swc-ext,0.26.0,2648867,2025-11-26,https://github.com/dprint/dprint-swc-ext,Functionality to make swc easier to work with.
tracing-logfmt,0.3.7,2647637,2026-01-30,https://github.com/EmbarkStudios/tracing-logfmt,A logfmt formatter for tracing events and spans
match-lookup,0.1.2,2647012,2026-01-14,https://github.com/mriise/smol-base-x,"proc macro for generating match block for alphabets, please dont use this. its slow and extremly likely to not be what you are looking for."
gtk4,0.11.1,2646301,2026-03-14,https://github.com/gtk-rs/gtk4-rs,Rust bindings of the GTK 4 library
cw-utils,3.0.0,2637420,2025-06-26,https://github.com/CosmWasm/cw-minus,Common helpers for other cw specs
wasix,0.13.1,2636278,2025-10-31,https://github.com/wasix-org/wasix-abi-rust,WASIX API bindings for Rust
sc-executor-common,0.44.0,2634287,2026-03-26,https://github.com/paritytech/polkadot-sdk.git,A set of common definitions that are needed for defining execution engines.
wayland-protocols-misc,0.3.11,2630691,2026-03-05,https://github.com/smithay/wayland-rs,Generated API for misc and deprecated wayland protocol extensions
solana-ed25519-program,3.0.0,2629099,2025-08-07,https://github.com/anza-xyz/solana-sdk,Instructions for the Solana ed25519 native program
const-str-proc-macro,1.1.0,2628776,2026-02-01,https://github.com/Nugine/const-str,compile-time string operations
rstml,0.12.1,2627789,2025-01-21,https://github.com/rs-tml/rstml,"Rust templating for XML-based formats (HTML, SVG, MathML) implemented on top of proc-macro::TokenStreams"
oci-client,0.16.1,2626707,2026-03-05,https://github.com/oras-project/rust-oci-client,An OCI implementation in Rust
webauthn-rs,0.5.4,2625920,2026-03-20,https://github.com/kanidm/webauthn-rs,Webauthn Framework for Rust Web Servers
libp2p-floodsub,0.47.0,2621607,2025-06-27,https://github.com/libp2p/rust-libp2p,Floodsub protocol for libp2p
cblas-sys,0.3.0,2618106,2025-05-28,https://github.com/blas-lapack-rs/cblas-sys,The package provides bindings to CBLAS (C).
solana-hard-forks,3.0.1,2617901,2026-02-18,https://github.com/anza-xyz/solana-sdk,The list of slot boundaries at which a hard fork should occur.
solana-shred-version,3.0.1,2617157,2026-02-18,https://github.com/anza-xyz/solana-sdk,Calculation of shred versions.
solana-faucet,3.1.11,2615605,2026-03-23,https://github.com/anza-xyz/agave,Solana Faucet
gdk4-sys,0.11.1,2612814,2026-03-14,https://github.com/gtk-rs/gtk4-rs,FFI bindings of GDK 4
solana-account-decoder-client-types,3.1.11,2610951,2026-03-23,https://github.com/anza-xyz/agave,Core RPC client types for solana-account-decoder
gdk4,0.11.1,2610877,2026-03-14,https://github.com/gtk-rs/gtk4-rs,Rust bindings of the GDK 4 library
anchor-derive-serde,0.32.1,2609748,2026-03-20,https://github.com/solana-foundation/anchor,Anchor Derive macro for serialization and deserialization
cargo-binutils,0.4.0,2606729,2025-08-26,https://github.com/rust-embedded/cargo-binutils/,"Proxy for LLVM tools like llvm-nm, llvm-objdump and llvm-size"
miniscript,13.0.0,2604864,2025-10-28,https://github.com/rust-bitcoin/rust-miniscript/,Miniscript: a subset of Bitcoin Script designed for analysis
solana-compute-budget-interface,3.0.0,2603555,2025-08-07,https://github.com/anza-xyz/solana-sdk,Solana compute budget interface.
solana-transaction-status-client-types,3.1.11,2601384,2026-03-23,https://github.com/anza-xyz/agave,Core RPC client types for solana-transaction-status
wasmtime-internal-cache,43.0.0,2599823,2026-03-20,https://github.com/bytecodealliance/wasmtime,INTERNAL: Support for automatic module caching with Wasmtime
solana-client-traits,4.0.0,2596051,2026-02-14,https://github.com/anza-xyz/solana-sdk,Traits for Solana clients
cargo-chef,0.1.77,2595422,2026-03-03,https://github.com/LukeMathWalker/cargo-chef,A cargo sub-command to build project dependencies for optimal Docker layer caching.
i_shape,1.18.0,2591577,2026-03-22,https://github.com/iShape-Rust/iShape,iShape is a compact and efficient library specifically designed for representing 2D data structures using IntPoint.
stl_io,0.11.0,2591352,2026-03-15,https://github.com/hmeyer/stl_io,STL input and output for reading and writing STL (STereoLithography) files.
watchexec-filterer-ignore,7.0.0,2590282,2025-05-15,https://github.com/watchexec/watchexec,Watchexec filterer component for ignore files
delta_kernel_derive,0.20.0,2587264,2026-03-04,https://github.com/delta-io/delta-kernel-rs,Derive macros for delta_kernel
gtk4-sys,0.11.1,2585061,2026-03-14,https://github.com/gtk-rs/gtk4-rs,FFI bindings of GTK 4
i_float,1.16.0,2582722,2025-10-31,https://github.com/iShape-Rust/iFloat,This fixed float math library provides an efficient and deterministic solution for arithmetic and geometric operations.
gsk4-sys,0.11.1,2582179,2026-03-14,https://github.com/gtk-rs/gtk4-rs,FFI bindings of GSK 4
passkey-types,0.5.0,2580406,2026-01-07,https://github.com/1Password/passkey-rs,Rust type definitions for the webauthn and CTAP specifications
poem-openapi,5.1.16,2579779,2025-07-28,https://github.com/poem-web/poem,OpenAPI support for Poem.
delta_kernel,0.20.0,2578559,2026-03-04,https://github.com/delta-io/delta-kernel-rs,Core crate providing a Delta/Deltalake implementation focused on interoperability with a wide range of query engines.
gtk4-macros,0.11.0,2576016,2026-02-20,https://github.com/gtk-rs/gtk4-rs,Macros helpers for GTK 4 bindings
opencv-binding-generator,0.101.0,2575081,2026-03-23,https://github.com/twistedfall/opencv-rust,Binding generator for opencv crate
argmin-math,0.5.1,2574548,2025-10-02,https://github.com/argmin-rs/argmin,argmin math abstractions
gsk4,0.11.1,2572792,2026-03-14,https://github.com/gtk-rs/gtk4-rs,Rust bindings of the GSK 4 library
sc-executor-wasmtime,0.44.0,2569421,2026-03-26,https://github.com/paritytech/polkadot-sdk.git,Defines a `WasmRuntime` that uses the Wasmtime JIT to execute.
cargo-fuzz,0.13.1,2569163,2025-06-27,https://github.com/rust-fuzz/cargo-fuzz/,A `cargo` subcommand for fuzzing with `libFuzzer`! Easy to use!
md4,0.10.2,2564193,2026-02-13,https://github.com/RustCrypto/hashes,MD4 hash function
core_extensions,1.5.4,2562838,2025-08-17,https://github.com/rodrimati1992/core_extensions,"Extensions for core/std library types, and other miscelaneous features."
solana-epoch-rewards-hasher,3.1.0,2562399,2025-11-11,https://github.com/anza-xyz/solana-sdk,Solana epoch rewards hasher.
hyper-multipart-rfc7578,0.9.0,2559779,2024-12-05,https://github.com/ferristseng/rust-multipart-rfc7578,An implementation of multipart/form-data (RFC7578) for Hyper
graphene-sys,0.22.0,2558571,2026-02-20,https://github.com/gtk-rs/gtk-rs-core,FFI bindings to libgraphene-1.0
kasuari,0.4.12,2557435,2026-03-13,https://github.com/ratatui/kasuari,"A rust layout solver for GUIs, based on the Cassowary algorithm. A fork of the unmaintained cassowary-rs crate with improvments and bug fixes. Kasuari is the indonesian name for the cassowary bird."
gcloud-auth,1.3.0,2557149,2026-03-19,https://github.com/yoshidan/google-cloud-rust/tree/main/foundation/auth,Google Cloud Platform server application authentication library.
libp2p-uds,0.43.0,2555925,2025-06-27,https://github.com/libp2p/rust-libp2p,Unix domain sockets transport for libp2p
solana-offchain-message,3.0.0,2554374,2025-08-08,https://github.com/anza-xyz/solana-sdk,Solana offchain message signing
leptos,0.8.17,2554039,2026-03-01,https://github.com/leptos-rs/leptos,"Leptos is a full-stack, isomorphic Rust web framework leveraging fine-grained reactivity to build declarative user interfaces."
i_key_sort,0.10.1,2552779,2025-09-14,https://github.com/iShape-Rust/iKeySort,Counting sort algorithm.
tree-sitter-ruby,0.23.1,2552536,2024-11-11,https://github.com/tree-sitter/tree-sitter-ruby,Ruby grammar for tree-sitter
cargo-edit,0.13.9,2551819,2026-03-02,https://github.com/killercup/cargo-edit,Cargo commands for modifying a `Cargo.toml` file..
russh,0.58.1,2551762,2026-03-26,https://github.com/warp-tech/russh,A client and server SSH library.
leptos_macro,0.8.15,2548669,2026-02-16,https://github.com/leptos-rs/leptos,view macro for the Leptos web framework.
cargo2junit,0.1.15,2547218,2026-01-04,https://github.com/johnterickson/cargo2junit,Converts cargo's json output (from stdin) to JUnit XML (to stdout)
symphonia-format-mkv,0.5.5,2547171,2026-03-24,https://github.com/pdeljanov/Symphonia,Pure Rust MKV/WebM demuxer (a part of project Symphonia).
solana-presigner,3.0.0,2545204,2025-08-07,https://github.com/anza-xyz/solana-sdk,A Solana `Signer` implementation representing an externally-constructed `Signature`.
solana-sbpf,0.16.0,2544940,2026-03-10,https://github.com/anza-xyz/sbpf,Virtual machine and JIT compiler for eBPF programs
i_tree,0.18.0,2542179,2026-03-01,https://github.com/iShape-Rust/iTree,Expiration key tree. Usable in algorithms like swipe line. Only for uniq elements
vhost,0.16.0,2540733,2026-03-25,https://github.com/rust-vmm/vhost,"a pure rust library for vdpa, vhost and vhost-user"
antithesis_sdk,0.2.8,2538789,2026-02-09,https://github.com/antithesishq/antithesis-sdk-rust,Rust SDK for the Antithesis autonomous software testing platform.
graphene-rs,0.22.0,2538230,2026-02-20,https://github.com/gtk-rs/gtk-rs-core,Rust bindings for the Graphene library
leptos_dom,0.8.8,2536496,2026-02-16,https://github.com/leptos-rs/leptos,DOM operations for the Leptos web framework.
loki-api,0.1.3,2534037,2025-01-13,https://github.com/hrxi/tracing-loki,Protobuf types used by the Grafana Loki HTTP API
worker,0.7.5,2529596,2026-02-25,https://github.com/cloudflare/workers-rs,A Rust SDK for writing Cloudflare Workers.
tracing-loki,0.2.6,2529335,2025-01-13,https://github.com/hrxi/tracing-loki,A tracing layer for shipping logs to Grafana Loki
lmdb-master-sys,0.2.6-nested-rtxns-5,2526988,2025-11-05,https://github.com/meilisearch/heed/tree/main/lmdb-master-sys,Rust bindings for liblmdb on the mdb.master branch.
ratatui-core,0.1.0,2525496,2025-12-26,https://github.com/ratatui/ratatui,Core types and traits for the Ratatui Terminal UI library.     Widget libraries should use this crate. Applications should use the main Ratatui crate.
leptos_server,0.8.7,2524077,2026-02-16,https://github.com/leptos-rs/leptos,RPC for the Leptos web framework.
worker-sys,0.7.5,2523282,2026-02-25,https://github.com/cloudflare/workers-rs/tree/main/worker-sys,Low-level extern definitions / FFI bindings to the Cloudflare Workers JS Runtime.
solana-quic-definitions,3.0.0,2522565,2025-08-08,https://github.com/anza-xyz/solana-sdk,Definitions related to Solana over QUIC.
worker-macros,0.7.5,2522546,2026-02-25,https://github.com/cloudflare/workers-rs/tree/main/worker-macros,Macros to support the `worker` crate and remove FFI boilerplate / conversion from user code.
microseh,1.1.2,2518491,2024-10-07,https://github.com/sonodima/microseh,Structured Exception Handling (SEH) for Rust
objc2-security,0.3.2,2518391,2025-10-04,https://github.com/madsmtm/objc2,Bindings to the Security framework
tauri-plugin-process,2.3.1,2515265,2025-10-27,https://github.com/tauri-apps/plugins-workspace,Access the current process of your Tauri application.
poem-openapi-derive,5.1.16,2515264,2025-07-28,https://github.com/poem-web/poem,Macros for poem-openapi
utoipa-axum,0.2.0,2514731,2025-01-16,https://github.com/juhaku/utoipa,Utoipa's axum bindings for seamless integration for the two
leptos_config,0.8.9,2514542,2026-02-16,https://github.com/leptos-rs/leptos,Configuration for the Leptos web framework.
json-strip-comments,3.1.0,2510846,2025-11-21,https://github.com/oxc-project/json-strip-comments,Strip comments from JSON
libsystemd,0.7.2,2509870,2025-04-30,https://github.com/lucab/libsystemd-rs,A pure-Rust client library to interact with systemd
sm3,0.4.2,2506021,2026-02-13,https://github.com/RustCrypto/hashes,SM3 (OSCCA GM/T 0004-2012) hash function
mozjpeg-sys,2.2.3,2501139,2025-02-10,https://github.com/kornelski/mozjpeg-sys.git,FFI bindings for MozJPEG v4.  MozJPEG is automatically built and linked statically. Requires nasm and a C compiler.
cargo-expand,1.0.121,2500426,2026-02-12,https://github.com/dtolnay/cargo-expand,Wrapper around rustc -Zunpretty=expanded. Shows the result of macro expansion and #[derive] expansion.
suppaftp,8.0.2,2495197,2026-02-12,https://github.com/veeso/suppaftp,A super FTP/FTPS client library for Rust
cmov,0.5.2,2494211,2026-01-20,https://github.com/RustCrypto/utils,"Conditional move CPU intrinsics which are guaranteed on major platforms (ARM32/ARM64, x86/x86_64, RISC-V) to execute in constant-time and not be rewritten as branches by the compiler. Provides wrapper"
tink-proto,0.3.0,2492722,2024-11-28,https://github.com/project-oak/tink-rust,Protocol buffer message definitions for Rust port of Google's Tink cryptography library
tink-core,0.3.0,2492100,2024-11-28,https://github.com/project-oak/tink-rust,Core crate for Rust port of Google's Tink cryptography library
rand_regex,0.19.0,2491244,2026-02-24,https://github.com/kennytm/rand_regex,Generates random strings and byte strings matching a regex
io-enum,1.2.1,2485332,2026-02-27,https://github.com/taiki-e/io-enum,"#[derive(Read, Write, Seek, BufRead)] for enums."
xflags,0.3.2,2484125,2024-10-31,https://github.com/matklad/xflags,Moderately simple command line arguments parser.
iddqd,0.3.17,2482023,2025-11-22,https://github.com/oxidecomputer/iddqd,"Maps where keys borrow from values, including bijective and trijective maps."
xflags-macros,0.3.2,2479698,2024-10-31,https://github.com/matklad/xflags,Private implementation details of xflags.
solana-transaction-context,3.1.11,2478948,2026-03-23,https://github.com/anza-xyz/agave,Solana data shared between program runtime and built-in programs as well as SBF programs.
deno_terminal,0.2.3,2476115,2025-11-10,https://github.com/denoland/deno_terminal,Terminal styling and other functionality used across Deno
op-alloy-consensus,0.24.0,2464931,2026-02-25,https://github.com/ethereum-optimism/optimism,Optimism alloy consensus types
auto-launch,0.6.0,2460611,2026-01-10,https://github.com/zzzgydi/auto-launch.git,"Auto launch any application or executable at startup. Supports Windows, macOS, and Linux."
r-efi-alloc,2.1.0,2459337,2025-06-17,https://github.com/r-efi/r-efi-alloc,UEFI Memory Allocator Integration
slack-morphism,2.19.0,2458470,2026-03-11,https://github.com/abdolence/slack-morphism-rust,Slack Morphism is a modern client library for Slack Web/Events API/Socket Mode and Block Kit
ndarray-csv,0.5.4,2457080,2025-11-19,https://github.com/paulkernfeld/ndarray-csv,Easily read and write homogeneous CSV data to and from 2D ndarrays
askalono,0.5.0,2454814,2024-10-22,https://github.com/jpeddicord/askalono,a library to detect the contents of license files
solana-genesis-config,4.0.0,2452645,2026-02-18,https://github.com/anza-xyz/solana-sdk,A Solana network's genesis config.
ethereum_ssz_derive,0.10.1,2448693,2026-01-15,https://github.com/sigp/ethereum_ssz,Procedural derive macros to accompany the ethereum_ssz crate
circular-buffer,1.2.0,2444736,2025-09-08,https://github.com/andreacorbellini/rust-circular-buffer,"Efficient, fixed-size, overwriting circular buffer"
deno_media_type,0.4.0,2442943,2026-01-30,https://github.com/denoland/deno_media_type,Media type used in Deno
kvm-bindings,0.14.0,2439476,2025-09-16,https://github.com/rust-vmm/kvm,Rust FFI bindings to KVM generated using bindgen.
par-core,2.0.0,2439405,2025-06-19,https://github.com/dudykr/ddbase.git,Switchable parallel execution core
wasm-smith,0.245.1,2438932,2026-02-12,https://github.com/bytecodealliance/wasm-tools/tree/main/crates/wasm-smith,A WebAssembly test case generator
event-manager,0.4.2,2435568,2025-11-20,https://github.com/rust-vmm/event-manager,Abstractions for implementing event based systems
anstyle-svg,1.1.0,2430988,2026-03-13,https://github.com/rust-cli/anstyle.git,Convert ANSI escape codes to SVG
delay_map,0.4.1,2429562,2025-03-17,https://github.com/agemanning/delay_map,HashMap collections whose entries expire after a given time
actix-web-lab,0.26.0,2427745,2026-03-10,https://github.com/robjtede/actix-web-lab,In-progress extractors and middleware for Actix Web
tstr,0.3.0,2423809,2025-08-26,https://github.com/rodrimati1992/tstr_crates/,type-level strings on stable
protoc-bin-vendored-linux-s390_64,3.2.0,2422471,2025-07-21,https://github.com/stepancheg/rust-protoc-bin-vendored/,protoc binary for linux-s390_64 compiled by Google and bundled in this crate.
assert2,0.4.0,2422208,2026-02-19,https://github.com/de-vri-es/assert2-rs,"assert!(...) and check!(...) macros inspired by Catch2, now with diffs!"
solana-nonce-account,4.0.0,2420741,2026-02-14,https://github.com/anza-xyz/solana-sdk,Solana nonce account utils.
cargo-tarpaulin,0.35.2,2419804,2026-02-19,https://github.com/xd009642/tarpaulin,Cargo-Tarpaulin is a tool to determine code coverage achieved via tests
libp2p-relay,0.21.1,2418933,2026-01-21,https://github.com/libp2p/rust-libp2p,Communications relaying for libp2p
validated_struct,2.2.0,2418244,2025-09-03,https://github.com/p-avital/validated-struct-rs,Easily generate nested structures with getters and predicated setters
axum_typed_multipart_macros,0.16.5,2413075,2025-12-30,https://github.com/murar8/axum_typed_multipart,Type safe multipart/form-data handling for axum.
axum_typed_multipart,0.16.5,2411879,2025-12-30,https://github.com/murar8/axum_typed_multipart,Type safe multipart/form-data handling for axum.
validated_struct_macros,2.2.0,2411041,2025-09-03,https://github.com/p-avital/validated-struct-macros-rs,Macros for validated_struct
tstr_proc_macros,0.3.0,2404797,2025-08-26,https://github.com/rodrimati1992/tstr_crates/,Implementation detail of tstr.
assert2-macros,0.4.0,2403230,2026-02-19,https://github.com/de-vri-es/assert2-rs,procedural macros for assert2
selinux-sys,0.6.15,2402771,2025-06-18,https://codeberg.org/koutheir/selinux-sys.git,Flexible Mandatory Access Control (MAC) for Linux
highway,1.3.0,2400858,2025-01-11,https://github.com/nickbabcock/highway-rs,"Native Rust port of Google's HighwayHash, which makes use of SIMD instructions for a fast and strong hash function"
uniffi_internal_macros,0.31.0,2398409,2026-01-14,https://github.com/mozilla/uniffi-rs,a multi-language bindings generator for rust (interal macro crate)
serial2,0.2.34,2396425,2026-02-16,https://github.com/de-vri-es/serial2-rs,Cross platform serial ports
counter,0.7.1,2396117,2026-03-25,https://github.com/coriolinus/counter-rs,Simple package to count generic iterables
selinux,0.6.0,2395864,2026-02-02,https://codeberg.org/koutheir/selinux.git,Flexible Mandatory Access Control for Linux
goldenfile,1.11.0,2394492,2026-02-25,https://github.com/calder/rust-goldenfile,Simple goldenfile testing library
leptos_hot_reload,0.8.6,2392923,2026-02-16,https://github.com/leptos-rs/leptos,Utility types used for dev mode and hot-reloading for the Leptos web framework.
deltalake,0.31.1,2388780,2026-03-15,https://github.com/delta-io/delta.rs,Native Delta Lake implementation in Rust
ffmpeg-sys-next,8.1.0,2384628,2026-03-18,https://github.com/zmwangx/rust-ffmpeg-sys,FFI bindings to FFmpeg
blazesym-c,0.1.7,2383294,2026-02-11,https://github.com/libbpf/blazesym,C bindings for blazesym
bindgen-cli,0.72.1,2380075,2025-08-31,https://github.com/rust-lang/rust-bindgen,Automatically generates Rust FFI bindings to C and C++ libraries.
bevy_gizmos_macros,0.18.1,2379112,2026-03-04,https://github.com/bevyengine/bevy,Derive implementations for bevy_gizmos
scoped-tls-hkt,0.1.5,2378037,2024-09-25,https://github.com/Diggsey/scoped-tls-hkt,"A more flexible version of `scoped-tls`, allowing the following additional features:  - Storage of references to dynamically sized types. - Storage of mutable references. - Storage of types containing"
userfaultfd,0.9.0,2373860,2025-08-18,https://github.com/bytecodealliance/userfaultfd-rs,Rust bindings for the Linux userfaultfd functionality
dupe,0.9.1,2372199,2025-02-06,https://github.com/facebookincubator/gazebo,Marker for types which are cheap to clone
miniz_oxide_c_api,0.3.1,2371883,2024-12-17,https://github.com/Frommi/miniz_oxide,DEFLATE compression and decompression API designed to be Rust drop-in replacement for miniz
dupe_derive,0.9.1,2371374,2025-02-06,https://github.com/facebookincubator/gazebo,Derive Dupe
solana-poh-config,3.0.0,2366418,2025-08-08,https://github.com/anza-xyz/solana-sdk,Definitions of Solana's proof of history.
oxc_resolver,11.19.1,2365626,2026-02-28,https://github.com/oxc-project/oxc-resolver,ESM / CJS module resolution
boa_gc,0.21.0,2364512,2025-10-21,https://github.com/boa-dev/boa,Garbage collector for the Boa JavaScript engine.
solana-bucket-map,3.1.11,2364045,2026-03-23,https://github.com/anza-xyz/agave,solana-bucket-map
boa_engine,0.21.0,2362714,2025-10-21,https://github.com/boa-dev/boa,"Boa is a Javascript lexer, parser and compiler written in Rust. Currently, it has support for some of the language."
boa_interner,0.21.0,2362680,2025-10-21,https://github.com/boa-dev/boa,String interner for the Boa JavaScript engine.
lodepng,3.12.2,2359553,2026-02-16,https://github.com/kornelski/lodepng-rust.git,Reading and writing PNG files without system dependencies. Pure Rust port of LodePNG.
libffi-sys,4.1.0,2358736,2026-01-01,https://github.com/libffi-rs/libffi-rs,Raw Rust bindings for libffi
libffi,5.1.0,2356416,2026-01-01,https://github.com/libffi-rs/libffi-rs,Rust bindings for libffi
cynic-parser,0.11.0,2354084,2026-02-27,https://codeberg.org/obmarg/cynic,"A fast, correct and easy to use GraphQL parser"
skia-safe,0.93.1,2353285,2026-02-23,https://github.com/rust-skia/rust-skia,Safe Skia Bindings for Rust
claims,0.8.0,2353098,2024-11-16,https://github.com/Anders429/claims,Additional assertion macros for testing.
fastrace-tonic,0.2.0,2352969,2026-02-23,https://github.com/fast/fastrace-tonic,A tonic instrument for propagating trace context for fastrace
vm-superio,0.8.1,2352633,2025-09-27,https://github.com/rust-vmm/vm-superio,Emulation for legacy devices
serde-generate,0.33.0,2347046,2026-02-23,https://github.com/zefchain/serde-reflection,Library to generate (de)serialization code in multiple languages
cargo-credential-libsecret,0.5.5,2346248,2026-03-05,https://github.com/rust-lang/cargo,A Cargo credential process that stores tokens with GNOME libsecret.
mea,0.6.3,2343719,2026-01-21,https://github.com/fast/mea,A runtime-agnostic library providing essential synchronization primitives for asynchronous Rust programming.
append-only-vec,0.1.8,2343394,2025-10-20,https://github.com/droundy/append-only-vec,"Append-only, concurrent vector"
salvo-cache,0.89.3,2343050,2026-03-18,https://github.com/salvo-rs/salvo,Cache middleware for Salvo web server framework.
random_word,0.5.2,2342445,2025-08-26,https://github.com/MitchellRhysHall/random_word,Efficient functions for generating random words in many languages.
skia-bindings,0.93.1,2339748,2026-02-23,https://github.com/rust-skia/rust-skia,Skia Bindings for Rust
oxc_sourcemap,6.1.1,2338545,2026-03-24,https://github.com/oxc-project/oxc-sourcemap,Basic sourcemap handling for Rust
tink-prf,0.3.0,2337852,2024-11-28,https://github.com/project-oak/tink-rust,PRF functionality for Rust port of Google's Tink cryptography library
tink-mac,0.3.0,2335971,2024-11-28,https://github.com/project-oak/tink-rust,MAC functionality for Rust port of Google's Tink cryptography library
swc_plugin_proxy,21.0.0,2334617,2026-02-25,https://github.com/swc-project/swc.git,Proxy structs to the hosts original structs for the plugin
tink-aead,0.3.0,2330414,2024-11-28,https://github.com/project-oak/tink-rust,AEAD functionality for Rust port of Google's Tink cryptography library
salvo-oapi,0.89.3,2329055,2026-03-18,https://github.com/salvo-rs/salvo,OpenApi support for Salvo web framework
ringbuffer-spsc,0.2.2,2327984,2026-01-27,https://github.com/Mallets/ringbuffer-spsc,A fast thread-safe single producer-single consumer ring buffer
solana-banks-interface,3.1.11,2326531,2026-03-23,https://github.com/anza-xyz/agave,Solana banks RPC interface
crokey,1.4.0,2326146,2026-02-01,https://github.com/Canop/crokey,Parse and describe keys - helping incorporate keybindings in terminal applications
salvo-rate-limiter,0.89.3,2323037,2026-03-18,https://github.com/salvo-rs/salvo,Rate limiter middleware for salvo web server framework.
discv5,0.10.4,2319972,2026-03-21,https://github.com/sigp/discv5,Implementation of the p2p discv5 discovery protocol
superboring,0.1.7,2319896,2026-02-11,https://github.com/jedisct1/rust-superboring,A reimplementation of the 'boring' crate in pure Rust.
ocaml-sys,0.26.0,2315465,2025-02-07,https://github.com/zshipko/ocaml-rs,Low-level OCaml bindings for Rust
boa_macros,0.21.0,2308876,2025-10-21,https://github.com/boa-dev/boa,Macros for the Boa JavaScript engine.
ra_ap_parser,0.0.325,2308461,2026-03-23,https://github.com/rust-lang/rust-analyzer,The Rust parser for rust-analyzer.
solana-banks-client,3.1.11,2307343,2026-03-23,https://github.com/anza-xyz/agave,Solana banks client
boa_ast,0.21.0,2306955,2025-10-21,https://github.com/boa-dev/boa,Abstract Syntax Tree definition for the Boa JavaScript engine.
boa_parser,0.21.0,2305284,2025-10-21,https://github.com/boa-dev/boa,ECMAScript parser for the Boa JavaScript engine.
codspeed-criterion-compat-walltime,4.4.1,2305201,2026-03-12,https://github.com/CodSpeedHQ/codspeed-rust,Statistics-driven micro-benchmarking library
swc_ecma_transforms_compat,45.0.0,2304091,2026-03-22,https://github.com/swc-project/swc.git,rust port of babel and closure compiler.
objc2-javascript-core,0.3.2,2303918,2025-10-04,https://github.com/madsmtm/objc2,Bindings to the JavaScriptCore framework
salvo-oapi-macros,0.89.3,2303917,2026-03-18,https://github.com/salvo-rs/salvo,Macros for salvo-oapi
solana-system-transaction,4.0.0,2303572,2026-02-17,https://github.com/anza-xyz/solana-sdk,Functionality for creating system transactions.
ra_ap_syntax,0.0.325,2302850,2026-03-23,https://github.com/rust-lang/rust-analyzer,Concrete syntax tree definitions for rust-analyzer.
aws-sdk-iam,1.107.0,2302484,2026-03-17,https://github.com/awslabs/aws-sdk-rust,AWS SDK for AWS Identity and Access Management
dateparser,0.3.1,2300337,2026-03-25,https://github.com/waltzofpearls/dateparser,Parse dates in string formats that are commonly used
cranelift-egraph,0.91.1,2298389,2026-01-07,https://github.com/bytecodealliance/wasmtime,acyclic-egraph (aegraph) implementation for Cranelift
rs-consul,0.13.0,2298238,2025-09-28,https://github.com/Roblox/rs-consul,This crate provides access to a set of strongly typed apis to interact with consul (https://www.consul.io/)
fts-sys,0.2.17,2298076,2025-09-11,https://codeberg.org/koutheir/fts-sys.git,File hierarchy traversal functions (FTS)
puffin_http,0.17.0,2296544,2026-03-18,https://github.com/EmbarkStudios/puffin,TCP server/client for puffin profiler data
mysqlclient-sys,0.5.0,2294500,2026-01-04,https://github.com/sgrif/mysqlclient-sys,Auto-generated rust bindings for libmysqlclient
solana-transaction-metrics-tracker,3.1.11,2293668,2026-03-23,https://github.com/anza-xyz/agave,Solana transaction metrics tracker
ethereum_serde_utils,0.8.0,2291770,2025-04-08,https://github.com/sigp/ethereum_serde_utils,Serialization and deserialization utilities for JSON representations of Ethereum types
core_extensions_proc_macros,1.5.4,2288445,2025-08-17,https://github.com/rodrimati1992/core_extensions,Implementation detail of the `core_extensions` crate
sc-allocator,36.0.0,2285499,2026-03-26,https://github.com/paritytech/polkadot-sdk.git,Collection of allocator implementations.
opentelemetry-zipkin,0.31.0,2284936,2025-09-25,https://github.com/open-telemetry/opentelemetry-rust/tree/main/opentelemetry-zipkin,Zipkin exporter for OpenTelemetry
test-fuzz-macro,8.0.0,2283001,2026-03-25,https://github.com/trailofbits/test-fuzz,test-fuzz-macro
ra_ap_profile,0.0.325,2282671,2026-03-23,https://github.com/rust-lang/rust-analyzer,A collection of tools for profiling rust-analyzer.
async-graphql-actix-web,7.2.1,2282638,2026-03-08,https://github.com/async-graphql/async-graphql,async-graphql for actix-web
test-fuzz,8.0.0,2280487,2026-03-25,https://github.com/trailofbits/test-fuzz,To make fuzzing Rust easy
test-fuzz-runtime,8.0.0,2279630,2026-03-25,https://github.com/trailofbits/test-fuzz,test-fuzz-runtime
flurry,0.5.2,2279414,2024-11-19,https://github.com/jonhoo/flurry.git,Rust port of Java's ConcurrentHashMap
katexit,0.1.5,2274724,2025-05-10,https://github.com/termoshtt/katexit,Insert KaTeX autorender script into rustdoc
daggy,0.9.0,2271958,2025-04-17,https://github.com/mitchmindtree/daggy.git,A directed acyclic graph data structure library. It is Implemented on top of petgraph's Graph data structure and attempts to follow similar conventions where suitable.
